id,answer_text
5733b2fe4776f41900661091,the 1940s
5733b2fe4776f41900661092,1950
5733b2fe4776f41900661093,1958
5733b2fe4776f41900661090,1928
5733b3d64776f419006610a3,The Review of Politics
5733b3d64776f419006610a4,German Catholic journals
5733b3d64776f419006610a5,44
5733b3d64776f419006610a6,Review of Politics
5733b5344776f419006610dd,John Jenkins
5733b5344776f419006610de,Notre Dame
5733b5344776f419006610df,International Peace studies
5733b5344776f419006610e0,2013
5733b5344776f419006610e1,climate change
5733b5df4776f41900661105,"8,448"
5733b5df4776f41900661106,21–24%
5733b5df4776f41900661107,over 700
5733b5df4776f41900661108,the Holy Cross Missions in Bangladesh
5733b5df4776f41900661109,"12,179"
5733b699d058e614000b6118,80%
5733b699d058e614000b6119,four
5733b699d058e614000b611a,15
5733b699d058e614000b611b,20%
5733b699d058e614000b611c,14
5733b7f74776f4190066112d,Congregatio a Sancta Cruce
5733b7f74776f4190066112e,more than 93%
5733b7f74776f4190066112f,over 100 times
5733b7f74776f41900661130,Fifty-seven
5733b7f74776f41900661131,over 80%
57338653d058e614000b5c84,Washington Hall
57338653d058e614000b5c81,1879
57338653d058e614000b5c82,Rev. William Corby
57338653d058e614000b5c83,17th of May
57338653d058e614000b5c85,LaFortune Student Center
57338724d058e614000b5c9f,scholastic and classical
57338724d058e614000b5ca1,College of Commerce
57338724d058e614000b5c9d,Father James Burns
57338724d058e614000b5c9e,three years
57338724d058e614000b5ca0,Harvard Law School
573387acd058e614000b5cb1,Knute Rockne
573387acd058e614000b5cb2,105
573387acd058e614000b5cb5,1925
573387acd058e614000b5cb3,13
573387acd058e614000b5cb4,three
573388ce4776f41900660cc3,the Protestant establishment
573388ce4776f41900660cc4,the Ku Klux Klan
573388ce4776f41900660cc7,Fr. Matthew Walsh
573388ce4776f41900660cc5,a week-long Klavern
573388ce4776f41900660cc6,South Bend
57338a51d058e614000b5cf0,Father John Francis O'Hara
57338a51d058e614000b5cf1,Father John Francis O'Hara
57338a51d058e614000b5cf2,Laetare Medal
57338a51d058e614000b5cf3,1883
57338a51d058e614000b5cf4,God
5733926d4776f41900660d8e,more than half
5733926d4776f41900660d8f,Lobund Institute for Animal Studies
5733926d4776f41900660d91,Hall of Liberal Arts
5733926d4776f41900660d8d,"Rev. John J. Cavanaugh, C.S.C."
5733926d4776f41900660d90,Medieval Institute
573393184776f41900660da6,1917–2015
573393184776f41900660da8,18
573393184776f41900660da9,$9 million
573393184776f41900660da7,1952–87
573393184776f41900660daa,950
573393e1d058e614000b5dc2,coeducational
573393e1d058e614000b5dc4,Dean of Arts and Letters
573393e1d058e614000b5dc5,Vice President of Student Affairs
573393e1d058e614000b5dc6,1971
573393e1d058e614000b5dc3,Saint Mary's College
573394c84776f41900660ddd,1987–2005
573394c84776f41900660ddf,1240
573394c84776f41900660de0,$350 million
573394c84776f41900660de1,more than $70 million
573394c84776f41900660dde,500
5733974d4776f41900660e17,2005
5733974d4776f41900660e18,17th
5733974d4776f41900660e19,Malloy
5733974d4776f41900660e1a,Compton Family Ice Arena
5733974d4776f41900660e1b,$400m
573398164776f41900660e21,Congregation of Holy Cross
573398164776f41900660e22,Basilica of the Sacred Heart
573398164776f41900660e23,French Revival
573398164776f41900660e24,Luigi Gregori
573398164776f41900660e25,1896
573398ebd058e614000b5e66,Fr. Zahm
573398ebd058e614000b5e67,1950
573398ebd058e614000b5e68,Joseph LaFortune
573398ebd058e614000b5e69,"83,000 square feet"
573398ebd058e614000b5e6a,$1.2 million
57339a5bd058e614000b5e91,29
57339a5bd058e614000b5e92,Theodore Hesburgh Library
57339a5bd058e614000b5e93,almost 4 million
57339a5bd058e614000b5e94,Duncan Hall
57339a5bd058e614000b5e95,Frank Eck Stadium
57339b36d058e614000b5ea3,2008
57339b36d058e614000b5ea4,40%
57339b36d058e614000b5ea5,Sustainable Endowments Institute
57339b36d058e614000b5ea6,Kroc Institute for International Peace Studies
57339c184776f41900660ea5,1968
57339c184776f41900660ea6,1 Suffolk Street in Trafalgar Square
57339c184776f41900660ea7,Global Gateways
57339c184776f41900660ea8,1998
5733a3cbd058e614000b5f3f,The College of Arts and Letters
5733a3cbd058e614000b5f40,1842
5733a3cbd058e614000b5f41,1849
5733a3cbd058e614000b5f42,Saint Louis University
5733a3cbd058e614000b5f43,33
5733a4c54776f41900660f2d,Father Patrick Dillon
5733a4c54776f41900660f2e,1865
5733a4c54776f41900660f2f,six years
5733a4c54776f41900660f30,Jordan Hall of Science
5733a4c54776f41900660f31,"over 1,200"
5733a55a4776f41900660f3a,School of Architecture
5733a55a4776f41900660f3b,Bond Hall
5733a55a4776f41900660f3c,five-year
5733a55a4776f41900660f3d,Rome
5733a55a4776f41900660f3e,Driehaus Architecture Prize
5733adb64776f41900661001,2015
5733adb64776f41900661002,the first floor of Stanford Hall
5733adb64776f41900661003,over three million volumes
5733adb64776f41900661004,one of the 100 largest
5733b496d058e614000b60ce,The rise of Hitler and other dictators
5733b496d058e614000b60cf,Germany
5733b496d058e614000b60d0,classics and law
5733b496d058e614000b60d1,Max Scheler
5733b496d058e614000b60d2,a renowned sculptor
573382a14776f41900660c2d,University of Notre Dame du
573382a14776f41900660c2e,Catholic research university
573382a14776f41900660c2f,Our Lady of the Lake
573382a14776f41900660c30,the Virgin Mary
573382a14776f41900660c31,"1,250"
573383494776f41900660c41,its Fighting Irish football team
573383494776f41900660c42,Knute Rockne
573383494776f41900660c43,NCAA Division I
573383494776f41900660c44,seven
573383494776f41900660c45,13
573383e94776f41900660c5a,among the top twenty
573383e94776f41900660c5b,four
573383e94776f41900660c5c,Driehaus Architecture Prize
573383e94776f41900660c5d,more than 50
573383e94776f41900660c5e,Snite Museum of Art
5733849bd058e614000b5c56,1842
5733849bd058e614000b5c57,Célestine Guynemer de la Hailandière
5733849bd058e614000b5c58,the Congregation of the Holy Cross
5733849bd058e614000b5c59,"November 26, 1842"
5733849bd058e614000b5c5a,Father Stephen Badin's old log chapel
573385394776f41900660c7f,1849
573385394776f41900660c80,1865
573385394776f41900660c81,Father Lemonnier
573385394776f41900660c82,1879
573385394776f41900660c83,1873
5733c0064776f41900661198,NDtv
5733c0064776f41900661199,one show
5733c0064776f4190066119a,WSND-FM
5733c0064776f4190066119b,WVFI
5733c0e6d058e614000b61d7,$215 million
5733c0e6d058e614000b61d8,"June 3, 2008"
5733c0e6d058e614000b61d9,Kite Realty
5733c0e6d058e614000b61da,the City of South Bend
5733c0e6d058e614000b61db,non-union workers
5733c1a94776f419006611a6,National Collegiate Athletic Association
5733c1a94776f419006611a7,Horizon League
5733c1a94776f419006611a8,Midwest Fencing Conference
5733c1a94776f419006611a9,Hockey East
5733c1a94776f419006611aa,Big East Conference
5733c29c4776f419006611b8,the ACC
5733c29c4776f419006611b9,five
5733c29c4776f419006611ba,Central Collegiate Hockey Association
5733c29c4776f419006611bb,Navy Blue and Gold Rush
5733c29c4776f419006611bc,Leprechaun
5733c3184776f419006611c2,Under Armour
5733c3184776f419006611c3,almost $100 million
5733c3184776f419006611c4,1846
5733c3184776f419006611c5,oldest university band in continuous existence in the United States
5733c3184776f419006611c6,Notre Dame Victory March
5733c4494776f419006611da,Michigan Wolverines football team
5733c4494776f419006611db,1887
5733c4494776f419006611dc,Ohio State University
5733c4494776f419006611dd,USC
5733c4494776f419006611de,the most
5733c743d058e614000b622d,George Gipp
5733c743d058e614000b622e,the Army team
5733c743d058e614000b622f,Pat O'Brien
5733c743d058e614000b6230,Gipp
5733c743d058e614000b6231,"80,795"
5733ca05d058e614000b6263,two-story banner
5733ca05d058e614000b6264,the Drummers' Circle
5733ca05d058e614000b6265,the steps of Bond Hall
5733ca05d058e614000b6266,the Notre Dame Victory March and the Notre Dame Alma Mater
5733ca05d058e614000b6267,Saturday
5733caf74776f4190066124c,"over 1,600"
5733caf74776f4190066124d,12
5733caf74776f4190066124e,28
5733caf74776f4190066124f,Austin Carr
5733caf74776f41900661250,Mike Brey
5733cbdad058e614000b628d,John F. Shea
5733cbdad058e614000b628e,1904
5733cbdad058e614000b628f,Rev. Michael J. Shea
5733cbdad058e614000b6290,1928
5733cbdad058e614000b6291,onward to victory
5733ccbe4776f41900661270,The Gipper
5733ccbe4776f41900661271,Airplane!
5733ccbe4776f41900661272,Sean Astin
5733ccbe4776f41900661273,George Zipp
5733ccbe4776f41900661274,Knute Rockne
5733cd504776f4190066128e,Condoleezza Rice
5733cd504776f4190066128f,Eric F. Wieschaus
5733cd504776f41900661290,Rev. John Jenkins
5733cd504776f41900661291,Olympic gold
5733cd504776f41900661292,Jim Wetherbee
56be85543aeaaa14008c9063,in the late 1990s
56be85543aeaaa14008c9065,singing and dancing
56be85543aeaaa14008c9066,2003
56bf6b0f3aeaaa14008c9601,"Houston, Texas"
56bf6b0f3aeaaa14008c9602,late 1990s
56bf6b0f3aeaaa14008c9603,Destiny's Child
56bf6b0f3aeaaa14008c9604,Dangerously in Love
56bf6b0f3aeaaa14008c9605,Mathew Knowles
56cef8faaab44d1400b88d67,Houston
56cef8faaab44d1400b88d68,Dangerously in Love
56cef8faaab44d1400b88d6a,"September 4, 1981"
56cef8faaab44d1400b88d6b,Beyoncé Giselle Knowles-Carter
56d43c5f2ccc5a1400d830a9,late 1990s
56d43c5f2ccc5a1400d830aa,lead singer
56d43c5f2ccc5a1400d830ab,Dangerously in Love
56d43c5f2ccc5a1400d830ac,2003
56d43c5f2ccc5a1400d830ad,five
56d43ce42ccc5a1400d830b4,lead singer
56d43ce42ccc5a1400d830b5,Dangerously in Love
56d43ce42ccc5a1400d830b6,2003
56be86cf3aeaaa14008c9076,acting
56be86cf3aeaaa14008c9078,Jay Z
56be86cf3aeaaa14008c9079,six
56bf6e823aeaaa14008c9627,Dreamgirls
56bf6e823aeaaa14008c9629,2010
56bf6e823aeaaa14008c962a,Beyoncé
56bf6e823aeaaa14008c962b,Cadillac Records
56d43da72ccc5a1400d830bd,June 2005
56d43da72ccc5a1400d830be,B'Day
56d43da72ccc5a1400d830bf,Dreamgirls
56d43da72ccc5a1400d830c0,Jay Z
56d43da72ccc5a1400d830c1,Sasha Fierce
56be88473aeaaa14008c9080,"love, relationships, and monogamy"
56be88473aeaaa14008c9083,influential
56be88473aeaaa14008c9084,Forbes
56bf725c3aeaaa14008c9643,2000s
56bf725c3aeaaa14008c9644,Forbes
56bf725c3aeaaa14008c9645,modern-day feminist
56bf725c3aeaaa14008c9646,2013 and 2014
56bf725c3aeaaa14008c9647,118 million
56d43f7e2ccc5a1400d830c7,60 million
56d43f7e2ccc5a1400d830c8,118 million
56d43f7e2ccc5a1400d830c9,20
56d43f7e2ccc5a1400d830cb,Forbes
56be892d3aeaaa14008c908b,Destiny's Child
56be892d3aeaaa14008c908c,her mother's maiden name
56be892d3aeaaa14008c908d,African-American
56be892d3aeaaa14008c908e,Methodist
56bf74d53aeaaa14008c9659,Xerox
56bf74d53aeaaa14008c965a,hairdresser and salon owner
56bf74d53aeaaa14008c965b,Solange
56bf74d53aeaaa14008c965d,Joseph Broussard
56d440df2ccc5a1400d830d1,Xerox
56d440df2ccc5a1400d830d2,salon
56d440df2ccc5a1400d830d3,Solange
56d440df2ccc5a1400d830d4,Joseph Broussard.
56d440df2ccc5a1400d830d5,Methodist
56be8a583aeaaa14008c9094,Fredericksburg
56be8a583aeaaa14008c9095,Darlette Johnson
56be8a583aeaaa14008c9097,Houston
56bf76ef3aeaaa14008c9664,dance instructor Darlette Johnson
56bf76ef3aeaaa14008c9665,St. John's United Methodist Church
56bf76ef3aeaaa14008c9666,music magnet school
56bf76ef3aeaaa14008c9667,Imagine
56d443ef2ccc5a1400d830db,Fredericksburg
56d443ef2ccc5a1400d830dc,Darlette Johnson
56d443ef2ccc5a1400d830dd,seven
56d443ef2ccc5a1400d830df,St. John's United Methodist Church
56be8bab3aeaaa14008c909f,Arne Frager
56be8bab3aeaaa14008c90a0,Beyoncé's father
56be8bab3aeaaa14008c90a1,Elektra Records
56bf79c73aeaaa14008c966d,Arne Frager
56bf79c73aeaaa14008c966e,1995
56bf79c73aeaaa14008c966f,Sony Music
56bf79c73aeaaa14008c9670,Elektra Records
56bf79c73aeaaa14008c9671,age eight
56d45abf2ccc5a1400d830e5,eight
56d45abf2ccc5a1400d830e6,Girl's Tyme
56d45abf2ccc5a1400d830e7,Arne Frager
56d45abf2ccc5a1400d830e8,1995
56d45abf2ccc5a1400d830e9,Dwayne Wiggins's Grass Roots Entertainment
56be8c8a3aeaaa14008c90a9,Men in Black
56be8c8a3aeaaa14008c90ab,"""Say My Name"""
56be8c8a3aeaaa14008c90ac,Marc Nelson
56bf7cb63aeaaa14008c9677,1996
56bf7cb63aeaaa14008c9678,Book of Isaiah
56bf7cb63aeaaa14008c9679,Men in Black
56bf7cb63aeaaa14008c967a,Say My Name
56bf7cb63aeaaa14008c967b,Marc Nelson
56d45fcb2ccc5a1400d830f9,Book of Isaiah.
56d45fcb2ccc5a1400d830fa,Men in Black.
56d45fcb2ccc5a1400d830fb,"No, No, No"
56d45fcb2ccc5a1400d830fc,1999
56d45fcb2ccc5a1400d830fd,Marc Nelson
56be8d423aeaaa14008c90b2,depression
56be8d423aeaaa14008c90b3,boyfriend left her
56be8d423aeaaa14008c90b6,her mother
56bf7e603aeaaa14008c9681,split with Luckett and Rober
56bf7e603aeaaa14008c9682,a couple of years
56bf7e603aeaaa14008c9685,her mother
56d462f82ccc5a1400d8311f,Farrah Franklin and Michelle Williams.
56d462f82ccc5a1400d83120,Beyoncé
56d462f82ccc5a1400d83121,her mother
56d462f82ccc5a1400d83123,Farrah Franklin
56be8e353aeaaa14008c90c6,Independent Women Part I
56be8e353aeaaa14008c90c7,eleven
56be8e353aeaaa14008c90c8,MTV
56be8e353aeaaa14008c90c9,"663,000 copies"
56bf89cfa10cfb1400551162,Georges Bizet
56bf89cfa10cfb1400551163,Survivor
56d4831f2ccc5a1400d83154,Charlie's Angels.
56d4831f2ccc5a1400d83155,Carmen: A Hip Hopera
56d4831f2ccc5a1400d83156,Survivor
56d4831f2ccc5a1400d83157,Luckett and Roberson
56d4831f2ccc5a1400d83158,October 2001
56be8fdf3aeaaa14008c90da,Mike Myers
56be8fdf3aeaaa14008c90db,"UK, Norway, and Belgium"
56be8fdf3aeaaa14008c90dc,The Fighting Temptations
56be8fdf3aeaaa14008c90dd,Missy Elliott
56be8fdf3aeaaa14008c90de,Summertime
56bf8c8aa10cfb140055116b,Austin Powers in Goldmember
56bf8c8aa10cfb140055116c,73 million
56bf8c8aa10cfb140055116d,musical comedy
56bf8c8aa10cfb140055116e,Fighting Temptations
56bf8c8aa10cfb140055116f,mixed reviews
56d484312ccc5a1400d8315e,Austin Powers in Goldmember
56d484312ccc5a1400d8315f,Foxxy Cleopatra
56d484312ccc5a1400d83160,Work It Out
56d484312ccc5a1400d83161,The Fighting Temptations
56d484312ccc5a1400d83162,Fighting Temptations
56be90ee3aeaaa14008c90e4,number four
56be90ee3aeaaa14008c90e5,Dangerously in Love
56be90ee3aeaaa14008c90e6,11 million
56be90ee3aeaaa14008c90e7,Crazy in Love
56be90ee3aeaaa14008c90e8,four
56bf8fc1a10cfb1400551175,Jay Z
56bf8fc1a10cfb1400551176,Dangerously in Love
56bf8fc1a10cfb1400551177,number four
56bf8fc1a10cfb1400551178,Luther Vandross
56d4b9702ccc5a1400d83172,Jay Z
56d4b9702ccc5a1400d83173,"June 24, 2003"
56d4b9702ccc5a1400d83174,Crazy in Love
56d4b9702ccc5a1400d83175,Luther Vandross.
56d4b9702ccc5a1400d83176,five.
56be91b23aeaaa14008c90f0,Destiny Fulfilled
56be91b23aeaaa14008c90f2,2006
56bf91c6a10cfb140055117f,November 2003
56bf91c6a10cfb1400551181,Destiny Fulfilled
56bf91c6a10cfb1400551182,Barcelona
56bf91c6a10cfb1400551183,March 2006
56d4baf92ccc5a1400d8317c,Dangerously in Love Tour
56d4baf92ccc5a1400d8317d,Missy Elliott and Alicia Keys
56d4baf92ccc5a1400d8317e,Super Bowl XXXVIII
56d4baf92ccc5a1400d8317f,Destiny Fulfilled.
56be932e3aeaaa14008c90f9,"541,000"
56be932e3aeaaa14008c90fa,Déjà Vu
56be932e3aeaaa14008c90fb,five
56be932e3aeaaa14008c90fc,five
56bf940da10cfb1400551189,twenty-fifth birthday
56bf940da10cfb140055118a,Jay Z
56bf940da10cfb140055118b,top five
56d4bc642ccc5a1400d83190,B'Day
56d4bc642ccc5a1400d83191,"541,000"
56d4bc642ccc5a1400d83192,Jay Z
56d4bc642ccc5a1400d83193,Green Light
56be94703aeaaa14008c9102,The Pink Panther
56be94703aeaaa14008c9103,Dreamgirls
56be94703aeaaa14008c9104,Dreamgirls
56be94703aeaaa14008c9105,2007
56be94703aeaaa14008c9106,24 million
56bf95eaa10cfb1400551194,158.8 million
56bf95eaa10cfb1400551195,The Beyoncé Experience
56bf95eaa10cfb1400551196,Shakira
56d4bd272ccc5a1400d831a0,The Pink Panther
56d4bd272ccc5a1400d831a1,Diana Ross.
56d4bd272ccc5a1400d831a2,Listen
56d4bd272ccc5a1400d831a3,The Beyoncé Experience
56d4bd272ccc5a1400d831a4,Shakira
56be95823aeaaa14008c910c,Jay Z
56be95823aeaaa14008c910d,"November 18, 2008"
56be95823aeaaa14008c910e,2000s
56be95823aeaaa14008c910f,Taylor Swift
56be95823aeaaa14008c9110,119.5 million
56bf97aba10cfb140055119e,in a video montage
56bf97aba10cfb140055119f,March 2009
56bf97aba10cfb14005511a0,Taylor Swift
56bf97aba10cfb14005511a1,119.5 million
56d4bf242ccc5a1400d831be,"April 4, 2008"
56d4bf242ccc5a1400d831bf,Jay Z.
56d4bf242ccc5a1400d831c0,Sasha Fierce
56d4bf242ccc5a1400d831c1,Single Ladies
56d4bf242ccc5a1400d831c2,Kanye West
56be96653aeaaa14008c9116,Etta James
56be96653aeaaa14008c9117,Phoenix House
56be96653aeaaa14008c9118,At Last
56be96653aeaaa14008c9119,thriller
56be96653aeaaa14008c911a,MTV Movie Award for Best Fight
56bf99aca10cfb14005511a7,Phoenix House
56bf99aca10cfb14005511a9,Obsessed
56bf99aca10cfb14005511aa,Sharon Charles
56bf99aca10cfb14005511ab,60 million
56d4c0452ccc5a1400d831c8,Etta James
56d4c0452ccc5a1400d831c9,Phoenix House
56d4c0452ccc5a1400d831ca,the First Couple's first inaugural ball.
56d4c0452ccc5a1400d831cb,Obsessed.
56be973d3aeaaa14008c9120,ten
56be973d3aeaaa14008c9121,Lauryn Hill
56be973d3aeaaa14008c9122,Lady Gaga
56be973d3aeaaa14008c9123,six
56be973d3aeaaa14008c9124,Mariah Carey
56bf9b57a10cfb14005511b1,ten nominations
56bf9b57a10cfb14005511b2,Telephone
56bf9b57a10cfb14005511b3,Lady Gaga
56bf9b57a10cfb14005511b4,Mariah Carey
56bf9b57a10cfb14005511b5,Lauryn Hill
56d4c1452ccc5a1400d831dc,ten
56d4c1452ccc5a1400d831de,Lauryn Hill
56d4c1452ccc5a1400d831df,Lady Gaga
56d4c1452ccc5a1400d831e0,Mariah Carey
56be97c73aeaaa14008c912a,2010
56be97c73aeaaa14008c912b,2010
56be97c73aeaaa14008c912e,the Great Wall of China
56bf9c70a10cfb14005511bb,2010
56bf9c70a10cfb14005511bc,her mother
56bf9c70a10cfb14005511bd,During the break
56bf9c70a10cfb14005511bf,nine months
56d4c1c12ccc5a1400d831e6,a hiatus
56d4c1c12ccc5a1400d831e7,her mother
56d4c1c12ccc5a1400d831e8,her father
56d4c1c12ccc5a1400d831e9,nine months
56be99b53aeaaa14008c913e,2011
56be99b53aeaaa14008c913f,Clinton Bush Haiti Fund
56be99b53aeaaa14008c9140,the 2011 Glastonbury Festival
56be99b53aeaaa14008c9141,The Huffington Post
56be99b53aeaaa14008c9142,minute
56bf9dbda10cfb14005511c5,documents obtained by WikiLeaks
56bf9dbda10cfb14005511c6,2011
56bf9dbda10cfb14005511c8,The Huffington Post
56bf9dbda10cfb14005511c9,Glastonbury Festival
56d4c2b22ccc5a1400d831f2,Muammar Gaddafi.
56d4c2b22ccc5a1400d831f3,WikiLeaks
56d4c2b22ccc5a1400d831f4,Clinton Bush Haiti Fund.
56d4c2b22ccc5a1400d831f5,Pyramid stage
56be9add3aeaaa14008c9152,2011
56be9add3aeaaa14008c9153,Love on Top
56be9add3aeaaa14008c9155,writing
56be9add3aeaaa14008c9156,New York's Roseland Ballroom
56bf9f6aa10cfb14005511cf,"June 28, 2011"
56bf9f6aa10cfb14005511d0,"310,000 copies"
56bf9f6aa10cfb14005511d2,New York Association of Black Journalists
56bf9f6aa10cfb14005511d3,2011
56d4c4532ccc5a1400d83204,4
56d4c4532ccc5a1400d83205,"June 28, 2011"
56d4c4532ccc5a1400d83206,"310,000"
56d4c4532ccc5a1400d83207,Essence
56d4c4532ccc5a1400d83208,New York's Roseland Ballroom
56be9bb83aeaaa14008c915c,"January 7, 2012"
56be9bb83aeaaa14008c915d,Lenox Hill Hospital
56be9bb83aeaaa14008c915e,Blue Ivy Carter
56be9bb83aeaaa14008c9160,Revel Atlantic City's Ovation Hall
56bfa087a10cfb14005511d9,"January 7, 2012"
56bfa087a10cfb14005511da,Blue Ivy Carter
56bfa087a10cfb14005511dc,Five months
56bfa087a10cfb14005511dd,four nights
56d4c4e72ccc5a1400d83218,"January 7, 2012"
56d4c4e72ccc5a1400d83219,Blue Ivy Carter
56d4c4e72ccc5a1400d8321a,Lenox Hill Hospital in New York.
56d4c4e72ccc5a1400d8321b,Revel Atlantic City's Ovation Hall
56d4c4e72ccc5a1400d8321c,four
56be9c863aeaaa14008c9166,romance
56be9c863aeaaa14008c9169,Life Is But a Dream
56be9c863aeaaa14008c916a,global publishing agreement
56bfa24ea10cfb14005511e3,January 2013
56bfa24ea10cfb14005511e4,Nuclear
56bfa24ea10cfb14005511e5,President Obama
56bfa24ea10cfb14005511e7,"268,000 tweets per minute"
56d4c6b02ccc5a1400d83222,January 2013
56d4c6b02ccc5a1400d83223,Nuclear
56d4c6b02ccc5a1400d83224,the American national anthem
56d4c6b02ccc5a1400d83225,Super Bowl XLVII halftime show
56d4c6b02ccc5a1400d83226,Life Is But a Dream
56be9d3d3aeaaa14008c9170,132
56be9d3d3aeaaa14008c9172,The Mrs. Carter Show
56be9d3d3aeaaa14008c9173,Rise Up
56be9d3d3aeaaa14008c9174,Epic
56bfa3cca10cfb14005511ee,April 15
56bfa3cca10cfb14005511ef,2013 Met Gala
56bfa3cca10cfb14005511f0,Queen Tara
56bfa3cca10cfb14005511f1,Rise Up
56d4c75a2ccc5a1400d8322c,The Mrs. Carter Show World Tour
56d4c75a2ccc5a1400d8322d,132
56d4c75a2ccc5a1400d8322e,Back to Black
56d4c75a2ccc5a1400d8322f,Met Gala.
56d4c75a2ccc5a1400d83230,Queen Tara
56be9e453aeaaa14008c917a,the iTunes Store
56bfa5b3a10cfb14005511f7,"December 13, 2013"
56bfa5b3a10cfb14005511f8,the iTunes Store
56bfa5b3a10cfb14005511f9,Jay Z
56bfa5b3a10cfb14005511fa,Forbes
56bfa5b3a10cfb14005511fb,more than double her earnings
56d4cde92ccc5a1400d83236,"December 13, 2013"
56d4cde92ccc5a1400d83237,one million
56d4cde92ccc5a1400d83238,Drunk in Love
56d4cde92ccc5a1400d83239,On the Run Tour.
56be9eea3aeaaa14008c9184,three
56be9eea3aeaaa14008c9185,Beck
56be9eea3aeaaa14008c9186,Vogue
56be9eea3aeaaa14008c9187,Coldplay
56bea1f53aeaaa14008c918e,three
56bea1f53aeaaa14008c918f,Beck
56bea1f53aeaaa14008c9191,Coldplay
56bfa761a10cfb1400551201,six awards
56bfa761a10cfb1400551202,Vogue
56bfa761a10cfb1400551204,Coldplay
56bfa761a10cfb1400551205,Coldplay
56d4ceac2ccc5a1400d83240,six
56d4ceac2ccc5a1400d83241,three
56d4ceac2ccc5a1400d83242,Beck
56d4ceac2ccc5a1400d83243,Vogue
56d4ceac2ccc5a1400d83244,Coldplay
56bea27b3aeaaa14008c9199,Tidal
56bea27b3aeaaa14008c919a,Formation
56bfa8bba10cfb140055120b,"February 6, 2016"
56bfa8bba10cfb140055120c,exclusively
56bfa8bba10cfb140055120d,Tidal
56bfa8bba10cfb140055120f,music streaming
56d4cee32ccc5a1400d8324a,"February 6, 2016"
56d4cee32ccc5a1400d8324b,Tidal
56bea5f23aeaaa14008c91a1,300 million
56bea5f23aeaaa14008c91a2,Paris
56bea5f23aeaaa14008c91a3,miscarriage
56bfaa11a10cfb1400551215,Jay Z
56bfaa11a10cfb1400551216,"April 4, 2008"
56bfaa11a10cfb1400551217,300 million
56bfaa11a10cfb1400551218,wrote music
56bfaa11a10cfb1400551219,Paris
56d4d0c32ccc5a1400d8324e,'03 Bonnie & Clyde
56d4d0c32ccc5a1400d8324f,"April 4, 2008"
56d4d0c32ccc5a1400d83250,300 million
56d4d0c32ccc5a1400d83251,miscarriage
56d4d0c32ccc5a1400d83252,Paris.
56bea8463aeaaa14008c91a9,MTV Video Music Awards
56bea8463aeaaa14008c91aa,her pregnancy
56bea8463aeaaa14008c91ac,12.4 million
56bfab98a10cfb140055121f,2011 MTV Video Music Awards
56bfab98a10cfb1400551220,Her appearance
56bfab98a10cfb1400551221,most tweets per second
